-0.0035	2105495.766108
-0.00345	2106581.045177
-0.0034	2100774.250503
-0.00335	2101804.892892
-0.0033	2098411.831347
-0.00325	2093018.341307
-0.0032	2096460.321141
-0.00315	2093353.24947
-0.0031	2099283.454339
-0.00305	2096810.138881
-0.003	2106178.756702
-0.00295	2104211.111931
-0.0029	2107327.073687
-0.00285	2103834.501505
-0.0028	2093623.789802
-0.00275	2096620.191787
-0.0027	2103519.07908
-0.00265	2100277.375881
-0.0026	2092050.755395
-0.00255	2102475.533176
-0.0025	2103693.832498
-0.00245	2102155.914473
-0.0024	2097287.414251
-0.00235	2107095.10361
-0.0023	2106523.410152
-0.00225	2098277.290951
-0.0022	2099188.631861
-0.00215	2095104.145364
-0.0021	2097612.278307
-0.00205	2101965.298027
-0.002	2098878.763562
-0.00195	2095638.817928
-0.0019	2096414.486693
-0.00185	2094590.252526
-0.0018	2099519.655386
-0.00175	2097116.321041
-0.0017	2093956.305209
-0.00165	2106714.28366
-0.0016	2101661.637333
-0.00155	2106444.616169
-0.0015	2107564.935813
-0.00145	2104401.302518
-0.0014	2105982.427403
-0.00135	2109636.971811
-0.0013	2106467.707108
-0.00125	2114885.718692
-0.0012	2121961.306789
-0.00115	2131449.578144
-0.0011	2140856.842322
-0.00105	2139904.230486
-0.001	2158121.863734
-0.00095	2179525.462392
-0.0009	2203367.819721
-0.00085	2237334.369957
-0.0008	2278088.911269
-0.00075	2324655.086546
-0.0007	2394141.920163
-0.00065	2460292.588186
-0.0006	2527355.384826
-0.00055	2586709.710854
-0.0005	2585077.268062
-0.00045	2589977.348974
-0.0004	2542208.875852
-0.00035	2459376.20351
-0.0003	2400701.027551
-0.00025	2331581.030339
-0.0002	2279379.320695
-0.00015	2225454.648581
-0.0001	2205762.957554
-5E-5	2170444.496763
1.084202E-19	2153679.167421
5E-5	2145726.938826
0.0001	2133328.236581
0.00015	2124799.231974
0.0002	2120571.670346
0.00025	2112663.415453
0.0003	2118096.385267
0.00035	2112120.243832
0.0004	2107268.688609
0.00045	2101092.484807
0.0005	2095087.121991
0.00055	2107480.966574
0.0006	2098945.189921
0.00065	2099239.41517
0.0007	2098052.298386
0.00075	2102357.287577
0.0008	2091825.579642
0.00085	2105509.641143
0.0009	2110465.380759
0.00095	2102353.909603
0.001	2097606.76722
0.00105	2096476.704079
0.0011	2099971.180213
0.00115	2111190.151308
0.0012	2097619.747297
0.00125	2095725.099983
0.0013	2100241.832424
0.00135	2097504.576817
0.0014	2097522.969616
0.00145	2103357.308907
0.0015	2107020.171403
