0.001741	41718.837874
0.001725	41740.165665
0.001707	41828.377815
0.001689	41895.779882
0.001672	41921.411015
0.001654	41954.348201
0.001636	41959.122022
0.001618	41959.716025
0.001601	41974.627858
0.001585	41959.785053
0.001567	41935.96681
0.001548	41991.056488
0.001532	41900.766236
0.001514	41966.67149
0.001497	41948.584375
0.001479	41961.414473
0.001462	41908.126786
0.001445	41924.795196
0.001428	41958.175614
0.001409	41949.534416
0.001392	41961.091132
0.001375	41971.180098
0.001359	41976.529757
0.001339	41987.203643
0.001322	41979.952086
0.001304	41987.319901
0.001288	41939.309211
0.001269	41934.787886
0.001253	41933.828763
0.001236	41930.255663
0.001219	41927.427337
0.001199	41925.965037
0.001182	41910.119511
0.001166	41872.977075
0.001149	41878.559249
0.00113	41959.205582
0.001113	42016.769364
0.001096	41922.35379
0.001078	41954.086622
0.001061	41994.833038
0.001044	41970.867657
0.001026	41897.354807
0.001008	41978.081067
0.000992	42045.325098
0.000974	41946.213813
0.000957	41938.588052
0.000939	41911.362012
0.000921	41963.63608
0.000903	41951.499894
0.000886	41924.915087
0.00087	41927.612623
0.000851	41956.317311
0.000833	42056.356839
0.000817	41971.779551
0.0008	41982.842173
0.000781	41968.77139
0.000764	41989.97384
0.000747	42024.662154
0.00073	42035.477729
0.000711	42116.111347
0.000693	42022.765705
0.000676	42004.704021
0.00066	42066.507567
0.00064	42035.205251
0.000624	42017.953736
0.000607	42045.862788
0.00059	42077.624684
0.000573	42091.014272
0.000555	42153.275581
0.000538	42205.500603
0.00052	42227.88016
0.000502	42290.644646
0.000485	42339.810644
0.000468	42302.728153
0.00045	42363.921347
0.000432	42406.931151
0.000413	42459.012667
0.000397	42534.184002
0.00038	42561.290151
0.00036	42595.893088
0.000343	42638.661294
0.000326	42643.493244
0.000309	42719.405719
0.000289	42792.782329
0.000272	42859.859239
0.000255	42981.869607
0.000238	43007.062957
0.000219	43095.972652
0.000201	43118.086997
0.000183	43124.228659
0.000166	43225.063824
0.000146	43329.119682
0.00013	43305.259659
0.000116	43308.046205
9.781863E-5	43294.019018
7.984976E-5	43274.872871
6.22213E-5	43341.777211
4.455522E-5	43397.862344
2.518432E-5	43416.300047
7.541901E-6	43417.039372
-9.881471E-6	43433.684167
-2.792287E-5	43427.931241
-4.83945E-5	43367.49372
-6.612345E-5	43304.607528
-8.274884E-5	43266.851107
-0.000102	43226.348105
-0.00012	43207.534381
-0.000136	43138.217699
-0.000155	43060.704867
-0.000172	42934.803509
-0.000191	42876.531283
-0.000209	42852.711223
-0.000226	42802.666028
-0.000244	42734.255791
-0.000262	42709.01521
-0.000289	42643.760272
-0.000306	42582.047553
-0.000323	42511.735417
-0.000344	42447.663035
-0.000361	42436.58588
-0.000377	42406.696819
-0.000394	42348.335584
-0.000413	42308.826219
-0.000431	42182.410785
-0.000447	41979.467074
-0.000465	41783.524241
-0.000482	41709.426471
-0.000498	41839.707465
-0.000515	42009.241694
-0.000533	42151.631628
-0.000552	42135.450045
-0.000569	42113.128617
-0.000586	42048.778307
-0.000601	42054.734684
-0.00062	42044.947261
-0.000638	42039.891879
-0.000654	42028.79111
-0.000671	42023.116293
-0.000689	42039.145288
-0.000707	42026.057243
-0.000724	41966.764132
-0.000741	41920.110385
-0.00076	41925.854229
-0.000778	41952.660651
-0.000793	41968.566123
-0.000809	41976.824034
-0.000831	42014.647665
-0.000849	41987.477938
-0.000865	41951.416334
-0.000882	41961.278234
-0.000902	41949.627059
-0.000918	41962.698755
-0.000935	41965.187391
-0.000952	41961.596126
-0.000971	41977.009319
-0.000986	41951.774188
-0.001003	41877.189591
-0.001022	41815.095402
-0.00104	41821.498644
-0.001057	41900.152252
-0.001074	41932.008607
-0.00109	41974.090167
-0.001111	41973.234585
-0.001128	41954.637028
-0.001144	41933.518137
-0.00116	41910.039584
-0.001179	41915.792511
-0.001197	41933.756102
-0.001213	41953.01669
-0.00123	41951.50171
-0.001248	41967.67966
-0.001267	41979.517937
-0.001283	41894.546463
-0.001299	41861.347698
-0.00132	41866.31952
-0.001337	41944.142977
-0.001353	41955.352738
-0.001368	41946.388199
-0.001388	41983.734085
-0.001405	41972.827684
-0.001422	41922.709828
-0.001438	41912.991433
-0.001458	41937.385514
-0.001474	41946.875027
-0.001491	41947.726976
-0.001509	41974.260921
-0.001528	41963.51619
-0.001545	41913.512775
-0.001561	41799.12272
-0.001578	41743.377277
-0.001597	41772.100131
-0.001614	41877.923466
-0.001631	41941.750617
-0.001648	41960.037549
-0.001667	41957.287334
-0.001683	41949.756032
-0.0017	41939.943177
-0.001717	41923.076766
-0.001736	41917.56362
-0.001754	41933.892341
-0.001769	41957.712401
